p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
scottarfield,2017,87,181,1.395,18,26,3.596,49,1/11/1988,"178,50","75,00",Canada,High/High,"68,50","69,50","72,00",Midfielder,29,,,,,,"23,53882730","4,0",3,,,
scottcarson,2020,67,67,95,1,4,95,1,3/09/1985,"189,67","86,67",England,Medium/Medium,,,"72,17",Goalkeeper,35,,,,,,"24,09184553","3,0",0,,,
scottdann,2017,349,438,1.515,17,19,6.838,81,14/02/1987,"189,00","78,17",England,Low/Medium,"41,33","72,33","76,50",Defender,30,,,,,,"21,88255275","2,5",1,,,
scottdann,2018,26,438,709,10,19,6.838,81,14/02/1987,"189,00","78,17",England,Low/Medium,"41,33","72,33","76,50",Defender,31,1.515,17,"89,12","349,00","17,00","21,88255275","2,5",1,1,438,349
scottdann,2019,51,438,1.340,16,31,6.838,81,14/02/1987,"189,00","78,17",England,Low/Medium,"41,33","72,33","76,50",Defender,32,2.224,27,"82,37","187,50","13,50","21,88255275","2,5",1,0,876,26
scottdann,2020,12,438,1.425,15,30,6.838,81,14/02/1987,"189,00","78,17",England,Low/Medium,"41,33","72,33","76,50",Defender,33,3.564,43,"82,88","142,00","14,33","21,88255275","2,5",1,0,1.314,51
scottmctominay,2018,52,149,934,16,23,5.856,89,8/12/1996,"193,00","88,00",Scotland,High/High,"64,25","76,50","72,50",Midfielder,22,,,,,,"23,62479530","4,0",3,,,
scottmctominay,2019,80,149,1.872,27,29,5.856,89,8/12/1996,"193,00","88,00",Scotland,High/High,"64,25","76,50","72,50",Midfielder,23,934,16,"58,38","52,00","16,00","23,62479530","4,0",3,0,149,52
scottmctominay,2020,17,149,2.257,31,36,5.856,89,8/12/1996,"193,00","88,00",Scotland,High/High,"64,25","76,50","72,50",Midfielder,24,2.806,43,"65,26","66,00","21,50","23,62479530","4,0",3,0,298,80
seadkolasinac,2017,10,281,2.257,27,36,6.136,78,20/06/1993,"183,00","85,17",Bosnia Herzegovina,Medium/High,"76,33","86,67","77,83",Defender,24,,,,,,"25,43123613","3,5",1,,,
seadkolasinac,2018,75,281,1.980,24,29,6.136,78,20/06/1993,"183,00","85,17",Bosnia Herzegovina,Medium/High,"76,33","86,67","77,83",Defender,25,2.257,27,"83,59","10,00","27,00","25,43123613","3,5",1,0,281,10
seadkolasinac,2019,170,281,1.804,26,29,6.136,78,20/06/1993,"183,00","85,17",Bosnia Herzegovina,Medium/High,"76,33","86,67","77,83",Defender,26,4.237,51,"83,08","42,50","25,50","25,43123613","3,5",1,0,562,75
seadkolasinac,2020,12,281,95,1,4,6.136,78,20/06/1993,"183,00","85,17",Bosnia Herzegovina,Medium/High,"76,33","86,67","77,83",Defender,27,6.041,77,"78,45","85,00","25,67","25,43123613","3,5",1,1,843,170
seanlongstaff,2018,120,177,722,9,15,3.715,54,30/10/1997,"180,25","65,00",England,High/Medium,"60,75","56,75","66,50",Midfielder,21,,,,,,"20,00611726","3,5",3,,,
seanlongstaff,2019,27,177,1.486,23,26,3.715,54,30/10/1997,"180,25","65,00",England,High/Medium,"60,75","56,75","66,50",Midfielder,22,722,9,"80,22","120,00","9,00","20,00611726","3,5",3,1,177,120
seanlongstaff,2020,24,177,1.507,22,31,3.715,54,30/10/1997,"180,25","65,00",England,High/Medium,"60,75","56,75","66,50",Midfielder,23,2.208,32,"69,00","73,50","16,00","20,00611726","3,5",3,0,354,27
seanmorrison,2018,39,39,3.205,34,34,3.205,34,8/01/1991,"194,00","84,00",England,Medium/High,"49,17","77,50","72,00",Defender,27,,,,,,"22,31905622","3,5",1,,,
sebastianlarsson,2016,105,108,1.598,21,23,1.598,21,6/06/1985,"178,00","70,00",Sweden,Medium/Medium,"54,67","71,67","73,33",Midfielder,31,,,,,,"22,09317005","3,0",3,,,
sergeaurier,2018,114,197,593,8,19,6.701,77,24/12/1992,"175,67","75,67",Ivory Coast,High/High,"80,83","80,33","80,67",Defender,26,,,,,,"24,52030577","4,0",1,,,
sergeaurier,2019,22,197,2.896,33,35,6.701,77,24/12/1992,"175,67","75,67",Ivory Coast,High/High,"80,83","80,33","80,67",Defender,27,593,8,"74,13","114,00","8,00","24,52030577","4,0",1,0,197,114
sergeaurier,2020,40,197,1.683,19,25,6.701,77,24/12/1992,"175,67","75,67",Ivory Coast,High/High,"80,83","80,33","80,67",Defender,28,3.489,41,"85,10","68,00","20,50","24,52030577","4,0",1,0,394,22
sergioromero,2017,165,177,95,1,30,285,3,22/02/1987,"192,00","86,67",Argentina,Medium/Medium,,,"79,17",Goalkeeper,30,,,,,,"23,50983796","3,0",0,,,
sergioromero,2017,165,177,95,1,30,285,3,22/11/1988,"173,40","70,00",Colombia,Medium/Medium,"72,80","53,00","66,40",Goalkeeper,29,95,1,"95,00","165,00","1,00","23,28090474","3,0",0,1,177,165
sergioromero,2018,12,177,0,0,29,285,3,22/02/1987,"192,00","86,67",Argentina,Medium/Medium,,,"79,17",Goalkeeper,31,190,2,"95,00","165,00","1,00","23,50983796","3,0",0,1,354,165
sergioromero,2018,12,177,0,0,29,285,3,22/11/1988,"173,40","70,00",Colombia,Medium/Medium,"72,80","53,00","66,40",Goalkeeper,30,190,2,"95,00","114,00","0,67","23,28090474","3,0",0,0,531,12
shaneduffy,2019,35,106,1.322,19,32,8.116,91,1/01/1992,"193,00","76,00",Republic of Ireland,Medium/High,"49,17","78,33","74,17",Defender,27,,,,,,"20,40323230","3,5",1,,,
shanelong,2016,77,189,1.374,32,33,6.114,125,22/01/1987,"178,67","73,67",Republic of Ireland,High/High,"81,83","75,17","75,00",Forward,29,,,,,,"23,07724438","4,0",2,,,
shanelong,2018,95,189,1.345,26,28,6.114,125,22/01/1987,"178,67","73,67",Republic of Ireland,High/High,"81,83","75,17","75,00",Forward,31,1.374,32,"42,94","77,00","32,00","23,07724438","4,0",2,0,189,77
shanelong,2019,17,189,1.461,26,31,6.114,125,22/01/1987,"178,67","73,67",Republic of Ireland,High/High,"81,83","75,17","75,00",Forward,32,2.719,58,"46,88","86,00","29,00","23,07724438","4,0",2,0,378,95
shaunmaloney,2016,35,35,314,9,32,314,9,24/01/1983,"170,00","69,00",Scotland,High/Medium,"67,00","60,00","73,50",Forward,33,,,,,,"23,87543253","3,5",2,,,
shinjiokazaki,2017,99,134,1.388,27,29,3.378,78,16/04/1986,"173,50","75,00",Japan,High/High,"69,83","70,50","75,50",Forward,31,,,,,,"24,91508110","4,0",2,,,
shkodranmustafi,2016,86,296,2.400,26,27,8.871,102,17/04/1992,"184,00","82,17",Germany,Medium/High,"64,33","78,00","81,33",Defender,24,,,,,,"24,26945495","3,5",1,,,
shkodranmustafi,2017,60,296,2.399,27,30,8.871,102,17/04/1992,"184,00","82,17",Germany,Medium/High,"64,33","78,00","81,33",Defender,25,2.400,26,"92,31","86,00","26,00","24,26945495","3,5",1,0,296,86
shkodranmustafi,2018,30,296,2.740,31,35,8.871,102,17/04/1992,"184,00","82,17",Germany,Medium/High,"64,33","78,00","81,33",Defender,26,4.799,53,"90,55","73,00","26,50","24,26945495","3,5",1,0,592,60
shkodranmustafi,2019,18,296,1.275,15,18,8.871,102,17/04/1992,"184,00","82,17",Germany,Medium/High,"64,33","78,00","81,33",Defender,27,7.539,84,"89,75","58,67","28,00","24,26945495","3,5",1,0,888,30
shkodranmustafi,2020,102,296,57,3,9,8.871,102,17/04/1992,"184,00","82,17",Germany,Medium/High,"64,33","78,00","81,33",Defender,28,8.814,99,"89,03","48,50","24,75","24,26945495","3,5",1,0,1.184,18
simonezaza,2016,25,151,480,8,11,480,8,25/06/1991,"186,00","83,33",Italy,High/High,"77,33","80,83","79,67",Forward,25,,,,,,"24,08756311","4,0",2,,,
simonfrancis,2016,26,453,3.108,34,34,8.458,98,16/02/1985,"187,00","89,60",England,High/Medium,"61,60","73,60","74,20",Defender,31,,,,,,"25,62269439","3,5",1,,,
simonfrancis,2017,28,453,2.902,32,32,8.458,98,16/02/1985,"187,00","89,60",England,High/Medium,"61,60","73,60","74,20",Defender,32,3.108,34,"91,41","26,00","34,00","25,62269439","3,5",1,0,453,26
simonfrancis,2018,269,453,1.355,17,18,8.458,98,16/02/1985,"187,00","89,60",England,High/Medium,"61,60","73,60","74,20",Defender,33,6.010,66,"91,06","27,00","33,00","25,62269439","3,5",1,0,906,28
simonfrancis,2019,130,453,1.093,15,19,8.458,98,16/02/1985,"187,00","89,60",England,High/Medium,"61,60","73,60","74,20",Defender,34,7.365,83,"88,73","107,67","27,67","25,62269439","3,5",1,1,1.359,269
simonmignolet,2018,30,59,0,0,37,4.465,47,6/03/1988,"193,00","87,00",Belgium,Medium/Medium,,,"79,17",Goalkeeper,30,,,,,,"23,35633171","3,0",0,,,
simonmoore,2019,39,111,190,2,27,190,2,19/05/1990,"191,00","83,00",England,Medium/Medium,,,"65,67",Goalkeeper,29,,,,,,"22,75156931","3,0",0,,,
sofianeboufal,2016,49,198,1.171,24,24,3.296,70,17/09/1993,"171,67","62,33",Morocco,High/Low,"81,67","48,67","77,67",Midfielder,23,,,,,,"21,15185220","3,0",3,,,
sofianeboufal,2019,77,198,824,20,27,3.296,70,17/09/1993,"171,67","62,33",Morocco,High/Low,"81,67","48,67","77,67",Midfielder,26,1.171,24,"48,79","49,00","24,00","21,15185220","3,0",3,0,198,49
sofianefeghouli,2016,34,204,1.188,21,31,1.188,21,26/12/1989,"176,50","75,00",Algeria,High/Low,"86,33","63,50","79,67",Midfielder,27,,,,,,"24,07530756","3,0",3,,,
sokratispapastathopoulos,2018,49,149,2.319,25,28,4.106,44,9/06/1988,"186,00","84,83",Greece,Medium/High,"73,00","82,67","83,33",Defender,30,,,,,,"24,52113925","3,5",1,,,
sokratispapastathopoulos,2019,16,149,1.787,19,32,4.106,44,9/06/1988,"186,00","84,83",Greece,Medium/High,"73,00","82,67","83,33",Defender,31,2.319,25,"92,76","49,00","25,00","24,52113925","3,5",1,0,149,49
sollymarch,2017,4,251,1.986,36,38,7.528,111,20/07/1994,"180,00","77,17",England,High/High,"77,67","58,50","71,33",Midfielder,23,,,,,,"23,81687243","4,0",3,,,
sollymarch,2018,15,251,2.579,35,36,7.528,111,20/07/1994,"180,00","77,17",England,High/High,"77,67","58,50","71,33",Midfielder,24,1.986,36,"55,17","4,00","36,00","23,81687243","4,0",3,0,251,4
sollymarch,2019,61,251,1.203,19,25,7.528,111,20/07/1994,"180,00","77,17",England,High/High,"77,67","58,50","71,33",Midfielder,25,4.565,71,"64,30","9,50","35,50","23,81687243","4,0",3,0,502,15
sollymarch,2020,171,251,1.760,21,21,7.528,111,20/07/1994,"180,00","77,17",England,High/High,"77,67","58,50","71,33",Midfielder,26,5.768,90,"64,09","26,67","30,00","23,81687243","4,0",3,0,753,61
stefanjohansen,2020,52,79,0,0,1,456,12,8/01/1991,"182,00","77,00",Norway,High/High,"69,00","73,33","73,33",Midfielder,29,,,,,,"23,24598478","4,0",3,,,
stefanookaka,2016,105,235,1.028,19,23,1.560,36,9/08/1989,"186,00","88,67",Italy,High/High,"69,00","81,50","75,67",Forward,27,,,,,,"25,62916715","4,0",2,,,
stefanookaka,2017,25,235,500,15,18,1.560,36,9/08/1989,"186,00","88,67",Italy,High/High,"69,00","81,50","75,67",Forward,28,1.028,19,"54,11","105,00","19,00","25,62916715","4,0",2,0,235,105
stefanookaka,2018,29,235,32,2,7,1.560,36,9/08/1989,"186,00","88,67",Italy,High/High,"69,00","81,50","75,67",Forward,29,1.528,34,"44,94","65,00","17,00","25,62916715","4,0",2,0,470,25
stephanlichtsteiner,2018,31,66,980,14,27,980,14,16/01/1984,"181,50","75,75",Switzerland,High/High,"78,00","77,50","81,75",Defender,34,,,,,,"22,99478633","4,0",1,,,
stephenireland,2017,67,668,148,4,10,148,4,22/08/1986,"173,00","66,33",Republic of Ireland,Medium/Medium,"58,67","60,33","74,67",Midfielder,31,,,,,,"22,16356488","3,0",3,,,
stephenward,2017,60,174,2.592,28,29,6.275,68,20/08/1985,"185,00","81,00",Republic of Ireland,High/High,"62,83","73,67","72,33",Midfielder,32,,,,,,"23,66691015","4,0",3,,,
stephenward,2018,114,174,235,3,15,6.275,68,20/08/1985,"185,00","81,00",Republic of Ireland,High/High,"62,83","73,67","72,33",Midfielder,33,2.592,28,"92,57","60,00","28,00","23,66691015","4,0",3,0,174,60
stevecook,2018,61,193,2.937,31,31,12.097,132,19/04/1991,"185,00","82,17",England,Medium/High,"55,67","75,00","75,17",Defender,27,,,,,,"24,00779158","3,5",1,,,
stevecook,2019,132,193,2.624,29,32,12.097,132,19/04/1991,"185,00","82,17",England,Medium/High,"55,67","75,00","75,17",Defender,28,2.937,31,"94,74","61,00","31,00","24,00779158","3,5",1,0,193,61
stevemandanda,2016,153,244,855,9,9,855,9,28/03/1985,"185,00","81,67",France,Medium/Medium,,,"82,67",Goalkeeper,31,,,,,,"23,86169954","3,0",0,,,
stevenalzate,2019,180,180,1.268,19,22,2.210,34,8/09/1998,"180,00","68,33",England,Medium/Medium,"67,67","54,00","59,33",Midfielder,21,,,,,,"21,09053498","3,0",3,,,
stevenbergwijn,2019,125,251,749,14,14,2.012,35,8/10/1997,"177,00","76,00",Netherlands,Medium/Medium,"85,83","64,83","75,17",Forward,22,,,,,,"24,25867407","3,0",2,,,
stevenbergwijn,2020,27,251,1.263,21,26,2.012,35,8/10/1997,"177,00","76,00",Netherlands,Medium/Medium,"85,83","64,83","75,17",Forward,23,749,14,"53,50","125,00","14,00","24,25867407","3,0",2,1,251,125
stevendavis,2017,89,111,1.606,23,28,4.504,58,1/01/1985,"173,00","70,67",Northern Ireland,High/High,"59,83","68,50","74,83",Midfielder,32,,,,,,"23,61143595","4,0",3,,,
stevendefour,2016,32,550,1.103,21,29,3.638,51,15/04/1988,"175,00","72,00",Belgium,Medium/Medium,"65,60","72,00","78,40",Midfielder,28,,,,,,"23,51020408","3,0",3,,,
stevendefour,2017,159,550,2.073,24,24,3.638,51,15/04/1988,"175,00","72,00",Belgium,Medium/Medium,"65,60","72,00","78,40",Midfielder,29,1.103,21,"52,52","32,00","21,00","23,51020408","3,0",3,0,550,32
stevendefour,2018,129,550,462,6,9,3.638,51,15/04/1988,"175,00","72,00",Belgium,Medium/Medium,"65,60","72,00","78,40",Midfielder,30,3.176,45,"70,58","95,50","22,50","23,51020408","3,0",3,1,1.100,159
stevenpienaar,2016,77,77,869,15,19,869,15,17/03/1982,"170,00","66,00",South Africa,High/Medium,"69,00","63,50","77,00",Midfielder,34,,,,,,"22,83737024","3,5",3,,,
stevesidwell,2017,300,300,0,0,2,0,0,14/12/1982,"178,00","80,00",England,Medium/Medium,"54,00","71,67","72,33",Midfielder,35,,,,,,"25,24933720","3,0",3,,,
stuartarmstrong,2018,36,215,1.516,29,34,6.217,92,30/03/1992,"183,00","75,00",Scotland,High/High,"78,00","68,50","73,83",Midfielder,26,,,,,,"22,39541342","4,0",3,,,
stuartarmstrong,2019,58,215,1.814,30,32,6.217,92,30/03/1992,"183,00","75,00",Scotland,High/High,"78,00","68,50","73,83",Midfielder,27,1.516,29,"52,28","36,00","29,00","22,39541342","4,0",3,0,215,36
stuartarmstrong,2020,25,215,2.887,33,34,6.217,92,30/03/1992,"183,00","75,00",Scotland,High/High,"78,00","68,50","73,83",Midfielder,28,3.330,59,"56,44","47,00","29,50","22,39541342","4,0",3,0,430,58
sullaykaikai,2018,33,33,0,0,2,46,2,26/08/1995,"180,67","70,00",England,Medium/Medium,"80,17","50,83","65,17",Midfielder,23,,,,,,"21,44578641","3,0",3,,,
takumiminamino,2019,18,61,282,10,17,1.346,29,16/01/1995,"173,83","67,00",Japan,High/Medium,"83,17","61,17","72,67",Forward,24,,,,,,"22,17219485","3,5",2,,,
tammyabraham,2019,126,191,2.311,34,34,5.273,87,2/10/1997,"193,60","82,20",England,Medium/Medium,"76,00","68,00","74,00",Forward,22,,,,,,"21,93113517","3,0",2,,,
tammyabraham,2020,43,191,1.118,22,30,5.273,87,2/10/1997,"193,60","82,20",England,Medium/Medium,"76,00","68,00","74,00",Forward,23,2.311,34,"67,97","126,00","34,00","21,93113517","3,0",2,1,191,126
tariqlamptey,2020,288,288,925,11,11,1.575,20,30/09/2000,"167,00","58,00",England,Medium/Medium,"82,00","51,00","66,00",Defender,20,,,,,,"20,79672989","3,0",1,,,
teemupukki,2019,20,20,3.019,36,37,3.019,36,29/03/1990,"180,00","79,17",Finland,High/Medium,"77,67","66,33","72,67",Forward,29,,,,,,"24,43415638","3,5",2,,,
terencekongolo,2018,57,882,2.852,32,34,4.059,46,14/02/1994,"187,83","70,00",Netherlands,Medium/High,"75,00","74,50","75,33",Defender,24,,,,,,"19,84050439","3,5",1,,,
terencekongolo,2020,366,882,95,1,10,4.059,46,14/02/1994,"187,83","70,00",Netherlands,Medium/High,"75,00","74,50","75,33",Defender,26,2.852,32,"89,13","57,00","32,00","19,84050439","3,5",1,0,882,57
theowalcott,2016,47,222,2.000,28,32,8.568,132,16/03/1989,"176,00","68,00",England,Medium/Medium,"90,33","63,00","79,00",Forward,27,,,,,,"21,95247934","3,0",2,,,
theowalcott,2018,13,222,2.230,37,38,8.568,132,16/03/1989,"176,00","68,00",England,Medium/Medium,"90,33","63,00","79,00",Forward,29,2.000,28,"71,43","47,00","28,00","21,95247934","3,0",2,0,222,47
theowalcott,2019,95,222,1.341,25,28,8.568,132,16/03/1989,"176,00","68,00",England,Medium/Medium,"90,33","63,00","79,00",Forward,30,4.230,65,"65,08","30,00","32,50","21,95247934","3,0",2,0,444,13
theowalcott,2020,67,222,1.691,22,26,8.568,132,16/03/1989,"176,00","68,00",England,Medium/Medium,"90,33","63,00","79,00",Forward,31,5.571,90,"61,90","51,67","30,00","21,95247934","3,0",2,0,666,95
thibautcourtois,2016,7,115,3.420,36,36,6.745,71,11/05/1992,"199,00","93,50",Belgium,Medium/Medium,,,"88,50",Goalkeeper,24,,,,,,"23,61051489","3,0",0,,,
thibautcourtois,2017,32,115,3.325,35,35,6.745,71,11/05/1992,"199,00","93,50",Belgium,Medium/Medium,,,"88,50",Goalkeeper,25,3.420,36,"95,00","7,00","36,00","23,61051489","3,0",0,0,115,7
thomaspartey,2020,81,88,1.661,24,24,1.661,24,13/06/1993,"185,00","75,33",Ghana,Medium/High,"71,17","82,67","78,50",Midfielder,27,,,,,,"22,01120039","3,5",3,,,
timkrul,2019,38,38,3.420,36,36,3.420,36,3/04/1988,"189,67","76,67",Netherlands,Medium/Medium,,,"76,33",Goalkeeper,31,,,,,,"21,31201720","3,0",0,,,
timmklose,2019,209,259,615,7,8,615,7,9/05/1988,"193,00","87,00",Switzerland,Medium/Medium,"44,33","73,83","75,00",Defender,31,,,,,,"23,35633171","3,0",1,,,
timothycastagne,2020,134,194,2.471,27,27,2.471,27,5/12/1995,"182,50","76,33",Belgium,High/High,"77,50","69,50","72,83",Defender,25,,,,,,"22,91862138","4,0",1,,,
timowerner,2020,7,96,2.728,35,38,2.728,35,6/03/1996,"180,17","75,17",Germany,High/Medium,"91,17","65,33","80,00",Forward,24,,,,,,"23,15668587","3,5",2,,,
timream,2018,51,63,2.154,26,31,2.819,33,5/10/1987,"185,83","76,33",United States,Medium/Medium,"65,67","70,50","71,00",Defender,31,,,,,,"22,10380261","3,0",1,,,
tobyalderweireld,2016,45,188,2.739,30,30,12.543,136,2/03/1989,"186,17","81,67",Belgium,Medium/Medium,"64,00","79,00","84,83",Defender,27,,,,,,"23,56356432","3,0",1,,,
tobyalderweireld,2017,129,188,1.247,14,15,12.543,136,2/03/1989,"186,17","81,67",Belgium,Medium/Medium,"64,00","79,00","84,83",Defender,28,2.739,30,"91,30","45,00","30,00","23,56356432","3,0",1,0,188,45
tobyalderweireld,2020,14,188,2.361,25,35,12.543,136,2/03/1989,"186,17","81,67",Belgium,Medium/Medium,"64,00","79,00","84,83",Defender,31,3.986,44,"90,59","87,00","22,00","23,56356432","3,0",1,1,376,129
toddcantwell,2019,18,81,2.584,37,37,2.584,37,27/02/1998,"180,33","68,67",England,High/Medium,"70,33","48,00","68,33",Midfielder,21,,,,,,"21,11513901","3,5",3,,,
tomassoucek,2019,9,9,1.096,13,13,4.706,51,27/02/1995,"192,00","86,00",Czech Republic,High/High,"61,75","79,00","76,25",Midfielder,24,,,,,,"23,32899306","4,0",3,,,
tomcairney,2018,61,460,2.298,31,32,3.097,41,20/01/1991,"184,33","77,83",Scotland,High/Medium,"67,50","65,00","75,67",Midfielder,27,,,,,,"22,90645468","3,5",3,,,
tomcairney,2020,288,460,799,10,15,3.097,41,20/01/1991,"184,33","77,83",Scotland,High/Medium,"67,50","65,00","75,67",Midfielder,29,2.298,31,"74,13","61,00","31,00","22,90645468","3,5",3,0,460,61
tomcleverley,2017,121,427,2.003,23,23,5.531,81,12/08/1989,"175,00","67,00",England,High/Medium,"67,50","63,83","76,33",Midfielder,28,,,,,,"21,87755102","3,5",3,,,
tomcleverley,2018,191,427,529,13,15,5.531,81,12/08/1989,"175,00","67,00",England,High/Medium,"67,50","63,83","76,33",Midfielder,29,2.003,23,"87,09","121,00","23,00","21,87755102","3,5",3,1,427,121
tomcleverley,2019,115,427,1.041,18,20,5.531,81,12/08/1989,"175,00","67,00",England,High/Medium,"67,50","63,83","76,33",Midfielder,30,2.532,36,"70,33","156,00","18,00","21,87755102","3,5",3,1,854,191
tomdavies,2020,7,7,1.502,25,35,8.330,128,18/04/1992,"183,33","71,33",England,Low/High,"64,67","70,83","59,50",Midfielder,28,,,,,,"21,22314050","3,0",3,,,
tomdavies,2020,7,7,1.502,25,35,8.330,128,30/06/1998,"181,00","71,60",England,High/Medium,"68,40","69,80","71,20",Midfielder,22,1.502,25,"60,08","7,00","25,00","21,85525472","3,5",3,0,7,7
tomheaton,2017,202,622,321,4,11,7.341,78,15/04/1986,"187,50","89,00",England,Medium/Medium,,,"78,17",Goalkeeper,31,,,,,,"25,31555556","3,0",0,,,
tomheaton,2018,63,622,1.805,19,38,7.341,78,15/04/1986,"187,50","89,00",England,Medium/Medium,,,"78,17",Goalkeeper,32,321,4,"80,25","202,00","4,00","25,31555556","3,0",0,1,622,202
tomheaton,2019,325,622,1.890,20,20,7.341,78,15/04/1986,"187,50","89,00",England,Medium/Medium,,,"78,17",Goalkeeper,33,2.126,23,"92,43","132,50","11,50","25,31555556","3,0",0,0,1.244,63
tomheaton,2020,32,622,0,0,23,7.341,78,15/04/1986,"187,50","89,00",England,Medium/Medium,,,"78,17",Goalkeeper,34,4.016,43,"93,40","196,67","14,33","25,31555556","3,0",0,1,1.866,325
tomince,2017,16,16,2.579,33,36,2.579,33,30/01/1992,"178,00","66,00",England,Medium/Medium,"78,50","51,67","72,67",Midfielder,25,,,,,,"20,83070319","3,0",3,,,
tommiehoban,2016,120,783,0,0,1,0,0,24/01/1994,"188,00","83,40",Republic of Ireland,Medium/Medium,"50,20","65,40","68,00",Defender,22,,,,,,"23,59665007","3,0",1,,,
tommydoyle,2020,15,15,0,0,5,20,1,17/10/2001,"172,00","72,00",England,Medium/Medium,"58,00","60,00","60,00",Midfielder,19,,,,,,"24,33747972","3,0",3,,,
tommysmith,2018,37,37,1.282,15,25,3.280,39,31/03/1990,"187,50","82,00",New Zealand,Medium/High,"64,17","77,83","69,67",Defender,28,,,,,,"23,32444444","3,5",1,,,
tommysmith,2018,37,37,1.282,15,25,3.280,39,31/03/1990,"187,50","82,00",New Zealand,Medium/High,"64,17","77,83","69,67",Forward,28,1.282,15,"85,47","37,00","15,00","23,32444444","3,5",2,0,37,37
tommysmith,2018,37,37,1.282,15,25,3.280,39,14/04/1992,"186,00","84,00",England,Medium/Medium,"72,17","70,83","70,50",Defender,26,2.564,30,"85,47","37,00","15,00","24,28026361","3,0",1,0,74,37
tommysmith,2018,37,37,1.282,15,25,3.280,39,14/04/1992,"186,00","84,00",England,Medium/Medium,"72,17","70,83","70,50",Forward,26,3.846,45,"85,47","37,00","15,00","24,28026361","3,0",2,0,111,37
tomtrybull,2019,47,143,1.166,16,30,1.166,16,9/03/1993,"181,00","72,00",Germany,Medium/High,"57,50","71,17","68,67",Midfielder,26,,,,,,"21,97735112","3,5",3,,,
trevohchalobah,2017,57,57,0,0,1,0,0,5/07/1999,"190,00","75,40",England,Medium/Medium,"70,60","64,80","62,80",Defender,18,,,,,,"20,88642659","3,0",1,,,
